"longitude" "latitude" "Other_Var" “random”
486500 150500 0.0243613298597135 0.0243613298597135
347500 423500 -0.323261874088659 -0.323261874088659
532500 159500 -1.09816305869497 -1.09816305869497
386500 343500 -1.20376275538286 -1.20376275538286
552500 155500 -0.432617775609233 -0.432617775609233
434500 390500 0.272387020100252 0.272387020100252
496500 201500 -1.13800980893034 -1.13800980893034
456500 341500 -0.511343182050922 -0.511343182050922
457500 402500 0.234089220311355 0.234089220311355
398500 295500 1.28377421412093 1.28377421412093
298500 194500 1.31618600221325 1.31618600221325
505500 183500 -0.455232452127653 -0.455232452127653
428500 265500 -2.31741940263153 -2.31741940263153
388500 396500 1.03907876734029 1.03907876734029
515500 173500 0.624153666492925 0.624153666492925
435500 568500 0.586707789449583 0.586707789449583
334500 417500 1.63035187651793 1.63035187651793
423500 539500 1.44622039219416 1.44622039219416
416500 556500 1.14429122641657 1.14429122641657
577500 167500 -0.496666876570647 -0.496666876570647
349500 391500 -0.378365786221725 -0.378365786221725
333500 394500 0.133407441290996 0.133407441290996
436500 387500 -0.616478193604875 -0.616478193604875
623500 308500 -0.0489427500193403 -0.0489427500193403
349500 359500 1.30058032646509 1.30058032646509
259500 665500 -0.440052737752275 -0.440052737752275
315500 673500 -0.552700158971593 -0.552700158971593
314500 209500 0.317732544420576 0.317732544420576
506500 230500 -0.406943921959043 -0.406943921959043
435500 387500 -0.722968536799485 -0.722968536799485
524500 171500 -1.4623987561817 -1.4623987561817
456500 368500 1.28176057854052 1.28176057854052
516500 191500 0.952531161143944 0.952531161143944
401500 286500 2.26859690798469 2.26859690798469
354500 422500 -0.595683533861055 -0.595683533861055
517500 167500 -0.481603333478755 -0.481603333478755
527500 409500 2.24334901570728 2.24334901570728
300500 81500 -0.94245481506387 -0.94245481506387
540500 188500 0.383020805739163 0.383020805739163
581500 110500 1.69517545270258 1.69517545270258
369500 72500 1.0338123358223 1.0338123358223
434500 385500 -0.946598257508169 -0.946598257508169
338500 674500 0.499772945641619 0.499772945641619
330500 392500 -1.20294955639847 -1.20294955639847
428500 514500 0.696489652342937 0.696489652342937
525500 175500 0.826175528473392 0.826175528473392
506500 171500 -0.686413306262864 -0.686413306262864
436500 555500 -0.0370158315815442 -0.0370158315815442
429500 564500 0.0595612287556784 0.0595612287556784
326500 383500 -2.40876875521192 -2.40876875521192
337500 391500 -1.98489846553621 -1.98489846553621
451500 206500 0.19288713843533 0.19288713843533
434500 406500 0.245551453615211 0.245551453615211
358500 176500 -0.534151477375149 -0.534151477375149
375500 395500 -1.41616258535466 -1.41616258535466
416500 432500 -0.197990506730635 -0.197990506730635
367500 171500 -1.92720006140531 -1.92720006140531
377500 398500 -1.16953095051594 -1.16953095051594
451500 518500 0.308980974398037 0.308980974398037
433500 418500 0.487846027203823 0.487846027203823
439500 557500 0.698348392878698 0.698348392878698
339500 385500 0.00976247190176184 0.00976247190176184
340500 366500 -0.494343450900947 -0.494343450900947
341500 398500 0.0740439154301452 0.0740439154301452
318500 176500 0.437582585215966 0.437582585215966
259500 665500 0.651027956739128 0.651027956739128
258500 662500 0.122526064404564 0.122526064404564
518500 170500 2.14677195537005 2.14677195537005
426500 437500 -1.17324843158746 -1.17324843158746
442500 113500 0.69447601676253 0.69447601676253
587500 190500 -1.0115380049763 -1.0115380049763
443500 346500 -0.729977537569749 -0.729977537569749
351500 385500 0.506820670173045 0.506820670173045
390500 334500 0.0829503804973307 0.0829503804973307
409500 287500 1.07203268808888 1.07203268808888
247500 56500 -0.173168575825999 -0.173168575825999
533500 165500 0.727313766227631 0.727313766227631
385500 348500 0.771884815324721 0.771884815324721
435500 387500 0.920506610663237 0.920506610663237
264500 659500 -1.1814965927149 -1.1814965927149
329500 199500 1.55503416105847 1.55503416105847
275500 656500 0.37000962198884 0.37000962198884
337500 391500 -1.33375842160261 -1.33375842160261
387500 349500 -0.610011325490876 -0.610011325490876
456500 341500 -1.27052251962559 -1.27052251962559
310500 687500 2.0036489341165 2.0036489341165
476500 156500 -0.587822610345234 -0.587822610345234
339500 555500 -1.29697084849902 -1.29697084849902
397500 286500 -0.499919672508229 -0.499919672508229
386500 398500 2.24493668991491 2.24493668991491
546500 258500 0.293685088739175 0.293685088739175
272500 655500 -1.22304718844138 -1.22304718844138
425500 564500 -0.609198126506479 -0.609198126506479
453500 361500 -1.07260537632827 -1.07260537632827
585500 264500 -1.14172729000186 -1.14172729000186
409500 425500 -0.549524810556336 -0.549524810556336
451500 518500 -0.222309028740167 -0.222309028740167
471500 173500 -1.60211408645303 -1.60211408645303
435500 547500 0.0384180551614015 0.0384180551614015
419500 565500 -0.464874668656911 -0.464874668656911
336500 732500 0.337946347746972 0.337946347746972
546500 258500 0.346194508874409 0.346194508874409
360500 175500 -2.26723340816599 -2.26723340816599
444500 216500 0.12082221891345 0.12082221891345
425500 564500 -1.72196412724842 -1.72196412724842
407500 281500 -0.143738517343126 -0.143738517343126
544500 164500 -0.52191476884806 -0.52191476884806
409500 287500 -0.679443029253761 -0.679443029253761
533500 165500 -1.38297632203911 -1.38297632203911
439500 557500 1.1432456848652 1.1432456848652
378500 391500 -0.160815696015424 -0.160815696015424
546500 175500 1.22286173781361 1.22286173781361
450500 275500 0.151491437753498 0.151491437753498
412500 428500 0.747450122031703 0.747450122031703
435500 335500 -1.15264739064945 -1.15264739064945
404500 292500 0.521845489503775 0.521845489503775
447500 400500 0.991525988633752 0.991525988633752
383500 349500 1.23540823642999 1.23540823642999
450500 532500 0.416826649233307 0.416826649233307
531500 194500 -0.0350796435234611 -0.0350796435234611
385500 349500 -0.623138680524684 -0.623138680524684
427500 433500 1.11528712930647 1.11528712930647
540500 169500 0.190137751392852 0.190137751392852
451500 518500 -0.916432447563223 -0.916432447563223
471500 106500 -1.44040365984187 -1.44040365984187
506500 433500 0.91113546046211 0.91113546046211
528500 176500 -0.0677237741827537 -0.0677237741827537
443500 392500 0.0525135042242522 0.0525135042242522
259500 665500 -0.064780768334467 -0.064780768334467
358500 417500 -0.41867722159103 -0.41867722159103
259500 665500 0.0222315229958215 0.0222315229958215
337500 393500 -1.67905819988128 -1.67905819988128
336500 389500 1.40753535479364 1.40753535479364
436500 566500 0.0220379041900127 0.0220379041900127
445500 421500 1.22526261100563 1.22526261100563
332500 397500 0.0504998686438452 0.0504998686438452
409500 287500 -0.278148692335305 -0.278148692335305
442500 420500 2.03691264495438 2.03691264495438
499500 179500 -0.943229290287103 -0.943229290287103
388500 396500 0.779203606184278 0.779203606184278
528500 190500 0.16767796991908 0.16767796991908
260500 668500 -0.529349730991102 -0.529349730991102
294500 664500 0.0460466361102525 0.0460466361102525
431500 96500 0.578924313456086 0.578924313456086
449500 353500 1.04082133659257 1.04082133659257
329500 329500 0.81482946645302 0.81482946645302
383500 398500 0.111567239995809 0.111567239995809
408500 91500 -0.254411026743198 -0.254411026743198
331500 188500 -0.920924403857978 -0.920924403857978
599500 225500 -0.0749263937588259 -0.0749263937588259
435500 387500 -1.33433927802004 -1.33433927802004
430500 434500 -0.126196653536886 -0.126196653536886
333500 350500 0.155518708914312 0.155518708914312
297500 518500 0.120280086257188 0.120280086257188
371500 182500 0.133446165052157 0.133446165052157
392500 291500 -1.88816651015434 -1.88816651015434
432500 384500 -1.45302760598058 -1.45302760598058
521500 183500 -0.692531660526409 -0.692531660526409
327500 673500 -0.43714845566515 -0.43714845566515
451500 518500 0.436730662470409 0.436730662470409
526500 195500 -0.403574954737976 -0.403574954737976
531500 106500 -0.0642386356782033 -0.0642386356782033
459500 451500 -1.99965221853881 -1.99965221853881
344500 383500 -0.763434867213438 -0.763434867213438
435500 387500 -0.18772871002279 -0.18772871002279
429500 315500 1.39831909963717 1.39831909963717
333500 383500 -1.08418378091561 -1.08418378091561
385500 393500 0.647542818234577 0.647542818234577
387500 401500 0.223711252320026 0.223711252320026
466500 268500 0.78133341304817 0.78133341304817
436500 566500 0.953654150217633 0.953654150217633
435500 316500 0.98939618176986 0.98939618176986
509500 429500 0.260034140289678 0.260034140289678
430500 434500 -0.189238936708096 -0.189238936708096
416500 432500 0.00674201853115132 0.00674201853115132
356500 177500 -1.07485135447564 -1.07485135447564
526500 369500 -1.17003435941104 -1.17003435941104
459500 345500 0.133058927440539 0.133058927440539
392500 404500 -0.6406030968086 -0.6406030968086
416500 432500 -0.182152488415508 -0.182152488415508
387500 349500 0.542291635397139 0.542291635397139
522500 179500 2.47743415192961 2.47743415192961
471500 173500 -1.15369293220082 -1.15369293220082
360500 388500 -0.592701804251606 -0.592701804251606
402500 287500 -0.0814319856339868 -0.0814319856339868
507500 167500 0.942075745630292 0.942075745630292
428500 514500 -0.396101268833773 -0.396101268833773
584500 207500 -1.21096537495894 -1.21096537495894
517500 180500 0.518786312372002 0.518786312372002
529500 178500 1.48579607610139 1.48579607610139
344500 391500 -1.5630418114409 -1.5630418114409
356500 734500 0.65753354861429 0.65753354861429
519500 192500 -0.412829933655618 -0.412829933655618
455500 340500 -0.0585462427874371 -0.0585462427874371
435500 387500 -0.175995410390802 -0.175995410390802
442500 113500 -1.42894142653802 -1.42894142653802
425500 564500 -0.0469678382000944 -0.0469678382000944
389500 342500 -0.413488237595365 -0.413488237595365
439500 557500 0.358895902535438 0.358895902535438
374500 164500 -0.102149197855485 -0.102149197855485
547500 251500 -0.323145702805174 -0.323145702805174
388500 398500 -0.0797668639040346 -0.0797668639040346
409500 287500 -0.452947750219114 -0.452947750219114
435500 387500 1.66930798024658 1.66930798024658
449500 333500 -2.19966044493887 -2.19966044493887
453500 345500 1.76480077527128 1.76480077527128
438500 391500 0.0976266859776062 0.0976266859776062
513500 184500 -1.68688039963594 -1.68688039963594
360500 175500 1.02610630735113 1.02610630735113
286500 71500 -0.262039607692049 -0.262039607692049
324500 671500 -1.05839375598193 -1.05839375598193
333500 394500 0.409430410851428 0.409430410851428
531500 184500 -0.409693309001521 -0.409693309001521
370500 355500 -1.24093756609807 -1.24093756609807
437500 543500 -0.0893316329109688 -0.0893316329109688
414500 416500 -0.716462944924324 -0.716462944924324
452500 341500 -0.165811061205281 -0.165811061205281
433500 278500 1.76499439407708 1.76499439407708
346500 730500 -1.91469228655009 -1.91469228655009
427500 561500 0.823890826564854 0.823890826564854
539500 176500 -0.111210557967317 -0.111210557967317
339500 555500 0.759919173125764 0.759919173125764
514500 175500 1.53605951808925 1.53605951808925
456500 341500 -1.39354790883624 -1.39354790883624
443500 351500 -0.465300630029688 -0.465300630029688
327500 673500 0.759648106797632 0.759648106797632
445500 324500 -0.0936299703999155 -0.0936299703999155
581500 110500 0.261350748169175 0.261350748169175
331500 188500 0.138247911436205 0.138247911436205
529500 172500 -0.511885314707186 -0.511885314707186
194500 830500 -0.89397266608945 -0.89397266608945
516500 149500 0.399517127994038 0.399517127994038
383500 398500 0.755311045547524 0.755311045547524
398500 295500 0.219529086114564 0.219529086114564
538500 175500 -1.68180758692376 -1.68180758692376
373500 405500 1.81506421725913 1.81506421725913
537500 189500 -1.80920876114568 -1.80920876114568
438500 383500 -0.128094117833808 -0.128094117833808
379500 410500 0.681813346862661 0.681813346862661
383500 398500 -2.07508610528175 -2.07508610528175
389500 440500 -0.612876883816838 -0.612876883816838
439500 557500 1.17616088185263 1.17616088185263
300500 221500 0.163302184907809 0.163302184907809
382500 395500 -1.14718734032565 -1.14718734032565
548500 175500 -0.78566230612024 -0.78566230612024
461500 330500 0.900834939993105 0.900834939993105
392500 404500 0.0539462833872345 0.0539462833872345
337500 391500 2.12675177084947 2.12675177084947
454500 334500 -0.504915037698085 -0.504915037698085
330500 392500 -2.7048506330541 -2.7048506330541
371500 408500 0.993926861825776 0.993926861825776
182500 44500 -1.13758384755756 -1.13758384755756
337500 391500 1.11726204112572 1.11726204112572
429500 564500 -0.209839977646107 -0.209839977646107
369500 422500 -0.547123937364312 -0.547123937364312
330500 392500 1.14351675119333 1.14351675119333
552500 173500 -0.10296239683988 -0.10296239683988
513500 184500 -0.332981538140239 -0.332981538140239
456500 341500 0.552630879627307 0.552630879627307
249500 670500 -0.598742710992827 -0.598742710992827
451500 518500 0.517856942104122 0.517856942104122
402500 287500 -0.225290758349616 -0.225290758349616
319500 469500 -0.823146906924743 -0.823146906924743
533500 165500 2.44781047464093 2.44781047464093
391500 282500 -0.629954062489139 -0.629954062489139
548500 184500 -0.847775219023571 -0.847775219023571
296500 195500 0.872256804255788 0.872256804255788
417500 442500 0.159468532552804 0.159468532552804
508500 164500 -1.28221709549642 -1.28221709549642
421500 435500 1.01452790276379 1.01452790276379
519500 192500 -0.0561066458342514 -0.0561066458342514
386500 397500 -0.682695825191342 -0.682695825191342
429500 566500 -0.887776864303582 -0.887776864303582
385500 343500 0.631782247441775 0.631782247441775
440500 562500 -0.795227075127175 -0.795227075127175
436500 566500 1.01526365422586 1.01526365422586
365500 400500 0.150833133813749 0.150833133813749
392500 806500 0.00217261471407197 0.00217261471407197
234500 622500 -0.59305031810206 -0.59305031810206
572500 158500 2.86490410611335 2.86490410611335
398500 288500 -0.433121184504336 -0.433121184504336
530500 171500 0.462481963642925 0.462481963642925
447500 167500 -1.12395308362865 -1.12395308362865
346500 392500 0.779668291318218 0.779668291318218
426500 561500 -0.0378677543271017 -0.0378677543271017
450500 532500 -0.831433791813343 -0.831433791813343
451500 335500 -0.697836815805557 -0.697836815805557
386500 351500 1.26607745527004 1.26607745527004
540500 169500 0.231727070880493 0.231727070880493
256500 656500 0.227467457152707 0.227467457152707
363500 411500 -0.313426038753593 -0.313426038753593
454500 207500 -0.683857538026193 -0.683857538026193
409500 287500 0.898937475696183 0.898937475696183
522500 156500 0.869507417213308 0.869507417213308
504500 440500 0.414929184936385 0.414929184936385
479500 353500 -0.308508121086059 -0.308508121086059
386500 351500 0.148122470532433 0.148122470532433
409500 287500 0.31943638991169 0.31943638991169
275500 646500 1.37996403684653 1.37996403684653
432500 553500 -0.0392618097289212 -0.0392618097289212
255500 665500 0.693430475211165 0.693430475211165
394500 406500 -0.935019852920827 -0.935019852920827
254500 668500 -0.57225565835824 -0.57225565835824
386500 396500 1.18169837969875 1.18169837969875
411500 291500 0.0726111362671629 0.0726111362671629
415500 425500 1.6332174348439 1.6332174348439
524500 188500 0.118808583333043 0.118808583333043
365500 176500 0.168297550097665 0.168297550097665
413500 295500 -0.169412370993318 -0.169412370993318
436500 405500 -0.387039908721941 -0.387039908721941
350500 395500 -0.0948304069959278 -0.0948304069959278
299500 192500 -0.696558931687223 -0.696558931687223
269500 660500 0.783811733762517 0.783811733762517
360500 175500 -0.183507820056167 -0.183507820056167
427500 542500 0.431967639847522 0.431967639847522
430500 287500 -1.18215489665465 -1.18215489665465
530500 189500 1.834193755273 1.834193755273
416500 432500 0.0396572155185766 0.0396572155185766
427500 564500 0.139913033166157 0.139913033166157
315500 186500 1.13898607113742 1.13898607113742
435500 384500 -0.9140315743712 -0.9140315743712
488500 160500 -0.0674527078546227 -0.0674527078546227
318500 191500 0.629458821772074 0.629458821772074
372500 403500 2.52947888693091 2.52947888693091
519500 192500 0.741757729140937 0.741757729140937
451500 518500 0.0413610610096898 0.0413610610096898
422500 148500 1.37016692527263 1.37016692527263
420500 445500 0.724254589095859 0.724254589095859
423500 568500 -0.0982380979781559 -0.0982380979781559
331500 398500 -1.61988829282624 -1.61988829282624
331500 188500 0.674378384719619 0.674378384719619
346500 169500 -0.498525617106407 -0.498525617106407
576500 165500 -0.48218418989618 -0.48218418989618
409500 287500 -1.33302267014054 -1.33302267014054
417500 434500 1.51414186927174 1.51414186927174
427500 190500 -1.11616960763515 -1.11616960763515
410500 432500 -0.0213714320722263 -0.0213714320722263
479500 353500 0.151065476380719 0.151065476380719
333500 394500 0.0455819509763127 0.0455819509763127
292500 92500 -1.17940550961217 -1.17940550961217
435500 387500 0.545234641245428 0.545234641245428
461500 524500 1.25841015056003 1.25841015056003
426500 432500 0.473673130618648 0.473673130618648
389500 390500 -0.182423554743641 -0.182423554743641
365500 168500 1.27417072135283 1.27417072135283
427500 542500 0.540161828533247 0.540161828533247
315500 342500 0.875122362581751 0.875122362581751
417500 383500 0.146883310175259 0.146883310175259
364500 177500 -0.751701567581451 -0.751701567581451
481500 200500 -0.647186136206085 -0.647186136206085
440500 537500 0.0738890203854975 0.0738890203854975
481500 213500 0.120047743690216 0.120047743690216
339500 405500 -0.283453847614455 -0.283453847614455
409500 287500 0.548332542138362 0.548332542138362
450500 337500 2.22871143398816 2.22871143398816
389500 398500 -1.12724460332739 -1.12724460332739
330500 388500 0.406138891152684 0.406138891152684
327500 673500 -0.191291296049664 -0.191291296049664
327500 673500 -0.34661230206915 -0.34661230206915
337500 402500 0.576174926413607 0.576174926413607
319500 469500 -1.25933135264987 -1.25933135264987
443500 520500 1.86896769279619 1.86896769279619
322500 307500 -0.427041554001952 -0.427041554001952
327500 673500 2.07412617943075 2.07412617943075
424500 422500 -0.221340934711126 -0.221340934711126
538500 143500 0.59817002275344 0.59817002275344
416500 432500 0.0231996170248639 0.0231996170248639
232500 630500 -1.63239606768146 -1.63239606768146
431500 557500 0.658308023837524 0.658308023837524
345500 141500 -1.25987348530613 -1.25987348530613
384500 402500 -1.05587671150642 -1.05587671150642
337500 391500 -0.899703782741379 -0.899703782741379
447500 377500 0.150988028858397 0.150988028858397
535500 399500 1.33663214810662 1.33663214810662
424500 560500 0.414425776041284 0.414425776041284
392500 286500 -0.620931426138468 -0.620931426138468
451500 518500 0.750702917969285 0.750702917969285
417500 565500 -0.538101301013641 -0.538101301013641
512500 180500 0.786948358416614 0.786948358416614
493500 190500 0.181657247698444 0.181657247698444
327500 673500 -2.47026208793667 -2.47026208793667
533500 186500 -0.507315910890108 -0.507315910890108
303500 374500 0.527228092305248 0.527228092305248
259500 665500 0.73122486610496 0.73122486610496
318500 188500 -0.844948384458767 -0.844948384458767
416500 432500 -0.135335461171041 -0.135335461171041
340500 384500 -0.131424361293712 -0.131424361293712
243500 662500 0.283810529642948 0.283810529642948
447500 331500 0.407494222793343 0.407494222793343
412500 541500 0.0110790797812591 0.0110790797812591
524500 176500 1.00527292384615 1.00527292384615
303500 858500 -0.292050522592347 -0.292050522592347
428500 514500 -2.12968660851972 -2.12968660851972
398500 394500 -1.7117797780629 -1.7117797780629
417500 437500 -1.01773380676217 -1.01773380676217
451500 518500 1.74292185021493 1.74292185021493
369500 72500 0.182625341727486 0.182625341727486
538500 173500 -0.271875443027114 -0.271875443027114
337500 391500 -1.63615227251415 -1.63615227251415
330500 388500 -0.136574621528215 -0.136574621528215
467500 250500 1.51797552162675 1.51797552162675
323500 181500 0.0674995997938215 0.0674995997938215
376500 387500 0.728088241450865 0.728088241450865
531500 175500 0.0440330005298455 0.0440330005298455
415500 279500 0.893942110506327 0.893942110506327
391500 352500 0.54713210554235 0.54713210554235
439500 388500 -0.259909800828155 -0.259909800828155
435500 347500 -1.06071718165163 -1.06071718165163
392500 404500 0.0542947972376893 0.0542947972376893
546500 258500 -0.344482495205258 -0.344482495205258
471500 106500 0.954157559112734 0.954157559112734
437500 388500 -0.87918018932569 -0.87918018932569
351500 240500 -0.530821233915247 -0.530821233915247
520500 160500 -0.705155606665114 -0.705155606665114
435500 387500 -1.58887056013574 -1.58887056013574
409500 333500 0.571334456268398 0.571334456268398
438500 333500 0.0847316735107678 0.0847316735107678
